model,threshold,recall,precision,f1,f2,accuracy,fp,fn,tp,tn,total_alerts,true_positive_rate,false_positive_rate,specificity
xgboost,0.75,0.8088235294117647,0.8333333333333334,0.8208955223880597,0.8136094674556213,0.988,11,13,55,1921,66,0.8088235294117647,0.005693581780538302,0.9943064182194618
xgboost,0.77,0.7941176470588235,0.8571428571428571,0.8244274809160305,0.8059701492537313,0.9885,9,14,54,1923,63,0.7941176470588235,0.004658385093167702,0.9953416149068323
xgboost,0.79,0.7794117647058824,0.8688524590163934,0.8217054263565892,0.7957957957957958,0.9885,8,15,53,1924,61,0.7794117647058824,0.004140786749482402,0.9958592132505176
xgboost,0.81,0.7794117647058824,0.8688524590163934,0.8217054263565892,0.7957957957957958,0.9885,8,15,53,1924,61,0.7794117647058824,0.004140786749482402,0.9958592132505176
xgboost,0.83,0.7794117647058824,0.8833333333333333,0.8281250000000001,0.7981927710843374,0.989,7,15,53,1925,60,0.7794117647058824,0.0036231884057971015,0.9963768115942029
xgboost,0.85,0.7794117647058824,0.8983050847457628,0.8346456692913385,0.8006042296072508,0.9895,6,15,53,1926,59,0.7794117647058824,0.003105590062111801,0.9968944099378882
xgboost,0.87,0.7647058823529411,0.896551724137931,0.8253968253968255,0.7878787878787878,0.989,6,16,52,1926,58,0.7647058823529411,0.003105590062111801,0.9968944099378882
xgboost,0.89,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.7926829268292683,0.99,4,16,52,1928,56,0.7647058823529411,0.002070393374741201,0.9979296066252588
xgboost,0.91,0.75,0.9272727272727272,0.8292682926829268,0.7798165137614679,0.9895,4,17,51,1928,55,0.75,0.002070393374741201,0.9979296066252588
xgboost,0.93,0.7352941176470589,0.9433962264150944,0.8264462809917356,0.7692307692307693,0.9895,3,18,50,1929,53,0.7352941176470589,0.0015527950310559005,0.9984472049689441
xgboost,0.95,0.7058823529411765,0.96,0.8135593220338982,0.7453416149068323,0.989,2,20,48,1930,50,0.7058823529411765,0.0010351966873706005,0.9989648033126294
xgboost,0.97,0.6470588235294118,0.9565217391304348,0.7719298245614036,0.6918238993710691,0.987,2,24,44,1930,46,0.6470588235294118,0.0010351966873706005,0.9989648033126294
